pmid,cancer_type
17020989,Head and Neck Cancer
17020993,Melanoma
17020993,Kidney Cancer
17020999,Breast Cancer
17021353,Breast Cancer
17021817,Breast Cancer
17021817,Endometrial Cancer
17023034,Ovarian Cancer
17023034,Endometrial Cancer
17023585,Bone Cancer
17023585,Multiple Myeloma
17023585,Testicular Cancer
17023774,Rectal Cancer
17023784,Breast Cancer
17023822,Neuroblastoma
17023822,Bone Cancer
17025254,Colorectal Cancer
17025254,Gastric Cancer
17026459,Sarcoma
17026563,Colorectal Cancer
17026586,Prostate Cancer
17026790,Colorectal Cancer
17026791,Colorectal Cancer
17026799,Kidney Cancer
17026803,Prostate Cancer
17026805,Prostate Cancer
17026812,Brain Tumor
17026812,Lung Cancer
17026814,Lung Cancer
17027658,Lymphoma
17028669,Breast Cancer
17028669,Prostate Cancer
17028669,Gastric Cancer
17028669,Head and Neck Cancer
17028669,Lung Cancer
17028770,Breast Cancer
17028984,Breast Cancer
17029248,Retinoblastoma
17029276,Kidney Cancer
17030275,Esophageal Cancer
17030641,Colorectal Cancer
17030645,Colorectal Cancer
17031813,Prostate Cancer
17031813,Bone Cancer
17032921,Leukemia
17032921,Acute Lymphoblastic Leukemia (ALL)
17033037,Breast Cancer
17033037,Bone Cancer
17033037,Liver Cancer
17034030,Bone Cancer
17034030,Breast Cancer
17034033,Prostate Cancer
17034033,Bone Cancer
17034033,Gastrointestinal Tumor
17036039,Breast Cancer
17036039,Ovarian Cancer
17036039,Bone Cancer
17036354,Sarcoma
17036355,Lung Cancer
17036522,Breast Cancer
17037976,Thyroid Cancer
17038281,Melanoma
17038281,Skin Cancer
17038533,Leukemia
17038533,Acute Myeloid Leukemia (AML)
17039501,Breast Cancer
17040624,Ovarian Cancer
17041884,Prostate Cancer
17042389,Esophageal Cancer
17042389,Gastric Cancer
17043184,Skin Cancer
17043184,Multiple Myeloma
17043250,Head and Neck Cancer
17043273,Thyroid Cancer
17044568,Pituitary Tumor
17044568,Head and Neck Cancer
17045086,Kidney Cancer
17045087,Kidney Cancer
17045089,Kidney Cancer
17045203,Skin Cancer
17045403,Breast Cancer
17045403,Colorectal Cancer
17045403,Lung Cancer
17045403,Pancreatic Cancer
17045649,Leukemia
17046276,Melanoma
17046276,Skin Cancer
17046465,Skin Cancer
17046465,Gastrointestinal Tumor
17047022,Breast Cancer
17047022,Bone Cancer
17047041,Brain Tumor
17047079,Lymphoma
17047082,Prostate Cancer
17047082,Pancreatic Cancer
17047194,Endometrial Cancer
17048223,Breast Cancer
17048248,Kidney Cancer
17049182,Breast Cancer
17050804,Prostate Cancer
17050867,Lung Cancer
17050874,Breast Cancer
17050875,Colorectal Cancer
17050876,Skin Cancer
17050876,Gastric Cancer
17050876,Kidney Cancer
17051371,Colorectal Cancer
17051423,Breast Cancer
17051423,Cardiac Tumors
17052295,Lung Cancer
17053987,Bladder Cancer
17053987,Sarcoma
17053987,Ovarian Cancer
17053987,Rectal Cancer
17053987,Colorectal Cancer
17053987,Lung Cancer
17053987,Pancreatic Cancer
17054431,Lymphoma
17054855,Breast Cancer
17056093,Pituitary Tumor
17056192,Brain Tumor
17056192,Lung Cancer
17056196,Rectal Cancer
17057075,Bone Cancer
17058288,Melanoma
17058289,Sarcoma
17059941,Mesothelioma
17059941,Cervical Cancer
17060621,Ovarian Cancer
17060621,Gastrointestinal Tumor
17060676,Colorectal Cancer
17060676,Pancreatic Cancer
17060970,Ovarian Cancer
17061247,Breast Cancer
17061283,Leukemia
17061283,Acute Lymphoblastic Leukemia (ALL)
17062148,Liver Cancer
17062148,Pancreatic Cancer
17062273,Head and Neck Cancer
17062681,Lymphoma
17062684,Liver Cancer
17062685,Prostate Cancer
17062686,Breast Cancer
17062686,Prostate Cancer
17062686,Lung Cancer
17062687,Ovarian Cancer
17062717,Prostate Cancer
17062717,Bone Cancer
17062727,Leukemia
17063086,Bone Cancer
17063086,Leukemia
17063086,Acute Myeloid Leukemia (AML)
17063466,Breast Cancer
17063497,Melanoma
17063497,Skin Cancer
17063503,Ovarian Cancer
17064223,Colorectal Cancer
17064223,Gastrointestinal Tumor
17064223,Kidney Cancer
17064812,Lung Cancer
17064983,Leukemia
17064983,Chronic Lymphocytic Leukemia (CLL)
17064983,Lymphoma
17064990,Bone Cancer
17064990,Lymphoma
17064994,Lymphoma
17065003,Cervical Cancer
17065003,Endometrial Cancer
17065003,Lymphoma
17065427,Colorectal Cancer
17066320,Breast Cancer
17067662,Vulvar Cancer
17067662,Gastrointestinal Tumor
17067749,Pancreatic Cancer
17067911,Leukemia
17067911,Myeloproliferative Neoplasms
17068153,Leukemia
17068153,Chronic Myelogenous Leukemia (CML)
17069914,Lung Cancer
17070211,Bladder Cancer
17070213,Prostate Cancer
17070243,Prostate Cancer
17070243,Bone Cancer
17070247,Sarcoma
17070247,Bladder Cancer
17070247,Prostate Cancer
17070247,Kidney Cancer
17070358,Prostate Cancer
17070363,Prostate Cancer
17070906,Multiple Myeloma
17071605,Prostate Cancer
17072371,Colorectal Cancer
17072676,Gastrointestinal Tumor
17073596,Lymphoma
17073596,Multiple Myeloma
17074681,Bone Cancer
17074681,Leukemia
17074681,Acute Myeloid Leukemia (AML)
17074815,Breast Cancer
17074815,Bone Cancer
17074815,Lung Cancer
17075114,Breast Cancer
17075117,Gastric Cancer
17075122,Lung Cancer
17075127,Lung Cancer
17075221,Bone Cancer
17075221,Kidney Cancer
17075221,Multiple Myeloma
17075562,Mesothelioma
17075877,Gastric Cancer
17075878,Colorectal Cancer
17075878,Lung Cancer
17075878,Pancreatic Cancer
17075879,Skin Cancer
17075879,Kidney Cancer
17076651,Leukemia
17076651,Acute Myeloid Leukemia (AML)
17076653,Bone Cancer
17076653,Multiple Myeloma
17077240,Ovarian Cancer
17077240,Breast Cancer
17077328,Leukemia
17077328,Acute Myeloid Leukemia (AML)
17077355,Brain Tumor
17077355,Leukemia
17077899,Skin Cancer
17077998,Prostate Cancer
17077998,Liver Cancer
17078055,Colorectal Cancer
17078787,Brain Tumor
17079227,Cardiac Tumors
17079449,Prostate Cancer
17079471,Melanoma
17079471,Lung Cancer
17079488,Breast Cancer
17079807,Breast Cancer
17079807,Cardiac Tumors
17079807,Esophageal Cancer
17079807,Lymphoma
17080180,Breast Cancer
17080235,Colorectal Cancer
17080237,Mesothelioma
17081915,Lung Cancer
17082323,Leukemia
17082323,Myeloproliferative Neoplasms
17082663,Leukemia
17082663,Chronic Lymphocytic Leukemia (CLL)
17083124,Pancreatic Cancer
17083126,Kidney Cancer
17084165,Prostate Cancer
17084369,Bone Cancer
17084369,Leukemia
17084369,Chronic Lymphocytic Leukemia (CLL)
17084370,Lymphoma
17084539,Bone Cancer
17084545,Sarcoma
17084549,Cervical Cancer
17084549,Bone Cancer
17084549,Kidney Cancer
17084558,Prostate Cancer
17084718,Bile Duct Cancer
17085108,Kidney Cancer
17085641,Breast Cancer
17085664,Brain Tumor
17085664,Lung Cancer
17085671,Ovarian Cancer
17085671,Pancreatic Cancer
17085672,Esophageal Cancer
17086168,Colorectal Cancer
17087936,Gastrointestinal Tumor
17087942,Colorectal Cancer
17088567,Brain Tumor
17088567,Leukemia
17088579,Thyroid Cancer
17088579,Gastrointestinal Tumor
17088579,Kidney Cancer
17089000,Breast Cancer
17090194,Breast Cancer
17090194,Gastrointestinal Tumor
17090655,Sarcoma
17090655,Lymphoma
17090712,Prostate Cancer
17091096,Breast Cancer
17091329,Gastric Cancer
17091565,Cervical Cancer
17092400,Breast Cancer
17092602,Mesothelioma
17092603,Lung Cancer
17093162,Skin Cancer
17093162,Bladder Cancer
17094022,Gastric Cancer
17094024,Rectal Cancer
17094024,Carcinoid Tumor
17094160,Breast Cancer
17095617,Leukemia
17095843,Pancreatic Cancer
17095846,Pancreatic Cancer
17096432,Gastrointestinal Tumor
17096432,Liver Cancer
17097560,Leukemia
17097560,Acute Myeloid Leukemia (AML)
17097560,Lung Cancer
17097560,Lymphoma
17097830,Breast Cancer
17097830,Brain Tumor
17097830,Kidney Cancer
17097830,Lung Cancer
17097831,Bone Cancer
17097831,Sarcoma
17097833,Esophageal Cancer
17098177,Breast Cancer
17099879,Lymphoma
17101071,Lymphoma
17101625,Bone Cancer
17101625,Leukemia
17101625,Acute Lymphoblastic Leukemia (ALL)
17101732,Head and Neck Cancer
17101732,Multiple Myeloma
17101944,Breast Cancer
17102896,Gastric Cancer
17103075,Colorectal Cancer
17103075,Liver Cancer
17103253,Anal Cancer
17105236,Bone Cancer
17105236,Kidney Cancer
17105236,Liver Cancer
17105983,Breast Cancer
17105987,Breast Cancer
17105987,Colorectal Cancer
17106249,Ovarian Cancer
17106249,Kidney Cancer
17106249,Liver Cancer
17106252,Lung Cancer
17107283,Breast Cancer
17107303,Colorectal Cancer
17107303,Liver Cancer
17107899,Leukemia
17107901,Leukemia
17107901,Hairy Cell Leukemia
17107911,Leukemia
17108101,Melanoma
17108119,Head and Neck Cancer
17109443,Breast Cancer
17109443,Ovarian Cancer
17109446,Sarcoma
17110623,Breast Cancer
17110623,Brain Tumor
17110624,Breast Cancer
17110624,Bone Cancer
17110624,Endometrial Cancer
17110630,Gastric Cancer
17110630,Lymphoma
17111207,Breast Cancer
17111432,Head and Neck Cancer
17111999,Breast Cancer
17112451,Bladder Cancer
17112453,Kidney Cancer
17112453,Testicular Cancer
17113348,Testicular Cancer
17113889,Cardiac Tumors
17113889,Kidney Cancer
17114007,Head and Neck Cancer
17114007,Pancreatic Cancer
17114630,Lung Cancer
17114652,Gastric Cancer
17114658,Lung Cancer
17114661,Neuroblastoma
17114661,Bone Cancer
17114661,Cardiac Tumors
17114661,Kidney Cancer
17114662,Brain Tumor
17115111,Breast Cancer
17115247,Bladder Cancer
17115247,Cardiac Tumors
17116485,Leukemia
17116485,Acute Lymphoblastic Leukemia (ALL)
17116485,Lymphoma
17116802,Gastric Cancer
17118777,Breast Cancer
17118783,Leukemia
17118783,Chronic Lymphocytic Leukemia (CLL)
17118783,Lymphoma
17119115,Bone Cancer
17119115,Multiple Myeloma
17120198,Prostate Cancer
17120198,Lymphoma
17121881,Breast Cancer
17121889,Breast Cancer
17121890,Melanoma
17121897,Brain Tumor
17121915,Lung Cancer
17121916,Head and Neck Cancer
17121916,Lung Cancer
17121928,Bone Cancer
17121928,Leukemia
17121928,Chronic Myelogenous Leukemia (CML)
17121931,Esophageal Cancer
17122505,Bladder Cancer
17122505,Prostate Cancer
17122505,Lymphoma
17122507,Endometrial Cancer
17122519,Pituitary Tumor
17122519,Rhabdoid Tumor
17122519,Lymphoma
17122545,Melanoma
17122627,Melanoma
17122724,Brain Tumor
17123268,Bone Cancer
17123270,Cervical Cancer
17124051,Leukemia
17124051,Acute Lymphoblastic Leukemia (ALL)
17124053,Leukemia
17124053,Acute Lymphoblastic Leukemia (ALL)
17124053,Testicular Cancer
17124059,Leukemia
17124059,Acute Myeloid Leukemia (AML)
17124074,Leukemia
17124074,Chronic Lymphocytic Leukemia (CLL)
17124079,Skin Cancer
17124079,Lymphoma
17124079,Mycosis Fungoides
17124081,Multiple Myeloma
17124088,Leukemia
17124088,Chronic Lymphocytic Leukemia (CLL)
17124088,Lymphoma
17125474,Bladder Cancer
17125912,Prostate Cancer
17125912,Bone Cancer
17126095,Head and Neck Cancer
17126095,Lung Cancer
17126205,Breast Cancer
17128643,Bladder Cancer
17128699,Multiple Myeloma
17129383,Breast Cancer
17130457,Ovarian Cancer
17131310,Pancreatic Cancer
17131472,Colorectal Cancer
17133407,Leukemia
17133407,Acute Myeloid Leukemia (AML)
17133412,Skin Cancer
17133412,Lymphoma
17133415,Gastric Cancer
17134123,Brain Tumor
17134123,Pituitary Tumor
17134123,Lymphoma
17134123,Burkitt Lymphoma
17134361,Melanoma
17134367,Prostate Cancer
17135641,Prostate Cancer
17135644,Brain Tumor
17136870,Bone Cancer
17136870,Kidney Cancer
17138128,Kidney Cancer
17138131,Prostate Cancer
17138131,Rectal Cancer
17138221,Lung Cancer
17138816,Kidney Cancer
17138816,Multiple Myeloma
17138817,Leukemia
17139241,Colorectal Cancer
17139244,Breast Cancer
17139317,Prostate Cancer
17141972,Head and Neck Cancer
17141977,Bone Cancer
17141977,Breast Cancer
17141977,Prostate Cancer
17141978,Head and Neck Cancer
17142033,Prostate Cancer
17142309,Breast Cancer
17143253,Melanoma
17143253,Pancreatic Cancer
17143258,Bone Cancer
17143258,Leukemia
17143882,Prostate Cancer
17144857,Kidney Cancer
17145345,Breast Cancer
17145403,Sarcoma
17145403,Ewing Sarcoma
17145527,Head and Neck Cancer
17145827,Lymphoma
17145828,Bone Cancer
17145828,Breast Cancer
17145828,Colorectal Cancer
17145828,Kidney Cancer
17145831,Cardiac Tumors
17145831,Head and Neck Cancer
17145834,Pancreatic Cancer
17145836,Lung Cancer
17145843,Leukemia
17145843,Acute Lymphoblastic Leukemia (ALL)
17145843,Acute Myeloid Leukemia (AML)
17145843,Chronic Lymphocytic Leukemia (CLL)
17145843,Hairy Cell Leukemia
17145843,Lymphoma
17145843,Burkitt Lymphoma
17145843,Multiple Myeloma
17145846,Head and Neck Cancer
17145885,Lung Cancer
17146105,Cardiac Tumors
17146105,Leukemia
17146105,Acute Myeloid Leukemia (AML)
17146105,Myeloproliferative Neoplasms
17146106,Leukemia
17146106,Acute Myeloid Leukemia (AML)
17146676,Multiple Myeloma
17146784,Melanoma
17146784,Head and Neck Cancer
17146785,Esophageal Cancer
17148929,Pancreatic Cancer
17148991,Esophageal Cancer
17148992,Colorectal Cancer
17148992,Liver Cancer
17149760,Breast Cancer
17150109,Lung Cancer
17150247,Endometrial Cancer
17150248,Ovarian Cancer
17150248,Endometrial Cancer
17150248,Fallopian Tube Cancer
17150248,Lymphoma
17151364,Leukemia
17152484,Lung Cancer
17153906,Lung Cancer
17153907,Carcinoid Tumor
17153907,Lung Cancer
17154172,Leukemia
17155975,Prostate Cancer
17155984,Bladder Cancer
17155985,Kidney Cancer
17156488,Breast Cancer
17156967,Breast Cancer
17157164,Lymphoma
17157944,Breast Cancer
17158228,Leukemia
17158228,Acute Myeloid Leukemia (AML)
17158528,Breast Cancer
17158528,Cervical Cancer
17158528,Colorectal Cancer
17158528,Head and Neck Cancer
17158528,Kidney Cancer
17158528,Leukemia
17158528,Chronic Myelogenous Leukemia (CML)
17158528,Lung Cancer
17158540,Bladder Cancer
17158546,Kidney Cancer
17158750,Prostate Cancer
17158857,Rectal Cancer
17158857,Colorectal Cancer
17158870,Lung Cancer
17159013,Breast Cancer
17159189,Breast Cancer
17159191,Breast Cancer
17159193,Bone Cancer
17159193,Breast Cancer
17159988,Leukemia
17159988,Acute Myeloid Leukemia (AML)
17159988,Myeloproliferative Neoplasms
17160137,Retinoblastoma
17160137,Breast Cancer
17160554,Prostate Cancer
17160554,Bone Cancer
17161103,Gastric Cancer
17161103,Liver Cancer
17161112,Melanoma
17161113,Breast Cancer
17161164,Ovarian Cancer
17161457,Myeloproliferative Neoplasms
17161498,Lung Cancer
17161675,Ovarian Cancer
17161999,Kidney Cancer
17162005,Bladder Cancer
17162023,Brain Tumor
17162023,Testicular Cancer
17162215,Lymphoma
17162217,Leukemia
17162217,Acute Myeloid Leukemia (AML)
17163101,Esophageal Cancer
17163468,Head and Neck Cancer
17164111,Gallbladder Cancer
17164111,Bile Duct Cancer
17164332,Bone Cancer
17164332,Multiple Myeloma
17164350,Multiple Myeloma
17164363,Colorectal Cancer
17164380,Melanoma
17164385,Breast Cancer
17166564,Ovarian Cancer
17167069,Colorectal Cancer
17167137,Brain Tumor
17167137,Lung Cancer
17169646,Prostate Cancer
17170120,Leukemia
17170120,Acute Lymphoblastic Leukemia (ALL)
17171441,Brain Tumor
17171704,Prostate Cancer
17171704,Bone Cancer
17171704,Brain Tumor
17171704,Liver Cancer
17171704,Lung Cancer
17172408,Multiple Myeloma
17172414,Bone Cancer
17172414,Gastrointestinal Tumor
17172414,Leukemia
17172414,Chronic Lymphocytic Leukemia (CLL)
17172414,Chronic Myelogenous Leukemia (CML)
17172422,Prostate Cancer
17172427,Pancreatic Cancer
17172614,Brain Tumor
17172851,Leukemia
17172851,Acute Myeloid Leukemia (AML)
17173048,Prostate Cancer
17173546,Bone Cancer
17173546,Gastrointestinal Tumor
17173546,Multiple Myeloma
17175202,Skin Cancer
17175373,Leukemia
17175373,Acute Lymphoblastic Leukemia (ALL)
17175373,Lymphoma
17175454,Pancreatic Cancer
17176979,Lymphoma
17177205,Sarcoma
17177205,Ewing Sarcoma
17177273,Breast Cancer
17178277,Esophageal Cancer
17178283,Colorectal Cancer
17178285,Colorectal Cancer
17178285,Liver Cancer
17178292,Rectal Cancer
17178294,Liver Cancer
17178899,Prostate Cancer
17178900,Breast Cancer
17178965,Colorectal Cancer
17179059,Leukemia
17179103,Colorectal Cancer
17179228,Leukemia
17179228,Acute Myeloid Leukemia (AML)
17179232,Bone Cancer
17179232,Leukemia
17179232,Acute Myeloid Leukemia (AML)
17179355,Colorectal Cancer
17179483,Prostate Cancer
17179873,Breast Cancer
17181488,Kidney Cancer
17183353,Ovarian Cancer
17183556,Sarcoma
17183556,Bone Cancer
17184208,Colorectal Cancer
17185198,Cardiac Tumors
17185198,Esophageal Cancer
17185198,Lung Cancer
17185199,Esophageal Cancer
17185368,Prostate Cancer
17186531,Prostate Cancer
17187253,Breast Cancer
17187355,Colorectal Cancer
17187522,Melanoma
17187847,Vaginal Cancer
17187847,Endometrial Cancer
17188344,Cervical Cancer
17188505,Breast Cancer
17188801,Prostate Cancer
17189074,Bone Cancer
17189074,Breast Cancer
17189074,Prostate Cancer
17189074,Lymphoma
17189382,Breast Cancer
17189382,Thyroid Cancer
17189382,Gastric Cancer
17189382,Gastrointestinal Tumor
17189382,Leukemia
17189392,Kidney Cancer
17189394,Lung Cancer
17189404,Lung Cancer
17189407,Head and Neck Cancer
17189414,Prostate Cancer
17189670,Colorectal Cancer
17189839,Breast Cancer
17189839,Liver Cancer
17190831,Breast Cancer
17192818,Bone Cancer
17192875,Prostate Cancer
17194187,Breast Cancer
17194187,Prostate Cancer
17194187,Colorectal Cancer
17194187,Lung Cancer
17194661,Leukemia
17194661,Acute Myeloid Leukemia (AML)
17194661,Lymphoma
17194661,Pancreatic Cancer
17194905,Bone Cancer
17194905,Breast Cancer
17194905,Lymphoma
17195911,Melanoma
17195911,Skin Cancer
17195913,Colorectal Cancer
17195913,Liver Cancer
17196508,Ovarian Cancer
17196508,Breast Cancer
17196511,Breast Cancer
17196908,Bone Cancer
17197012,Endometrial Cancer
17197431,Leukemia
17197431,Acute Myeloid Leukemia (AML)
17197896,Endometrial Cancer
17197919,Esophageal Cancer
17197928,Breast Cancer
17197970,Rectal Cancer
17197970,Anal Cancer
17198183,Pancreatic Cancer
17198263,Liver Cancer
17199433,Thyroid Cancer
17200016,Gastric Cancer
17200352,Sarcoma
17200352,Gastrointestinal Tumor
17200358,Breast Cancer
17200358,Bone Cancer
17200358,Leukemia
17200359,Breast Cancer
17200359,Cardiac Tumors
17200360,Carcinoid Tumor
17200360,Lung Cancer
17200360,Pancreatic Cancer
17200362,Breast Cancer
17200371,Pancreatic Cancer
17200962,Kidney Cancer
17200963,Melanoma
17204695,Lung Cancer
17204711,Thyroid Cancer
17204711,Brain Tumor
17205511,Prostate Cancer
17205534,Leukemia
17207020,Lung Cancer
17208134,Prostate Cancer
17208137,Bladder Cancer
17208137,Sarcoma
17208137,Bone Cancer
17208137,Brain Tumor
17208137,Liver Cancer
17208137,Lung Cancer
17208263,Melanoma
17208389,Sarcoma
17208558,Neuroblastoma
17209054,Brain Tumor
17209054,Leukemia
17209523,Colorectal Cancer
17210514,Bone Cancer
17210514,Leukemia
17210514,Acute Myeloid Leukemia (AML)
17210514,Myeloproliferative Neoplasms
17210701,Melanoma
17210709,Ovarian Cancer
17210717,Bladder Cancer
17210722,Breast Cancer
17210731,Gastrointestinal Tumor
17211865,Esophageal Cancer
17213256,Prostate Cancer
17213402,Head and Neck Cancer
17214797,Breast Cancer
17214797,Cardiac Tumors
17214855,Skin Cancer
17214855,Breast Cancer
17215529,Kidney Cancer
17216202,Lung Cancer
17216531,Bone Cancer
17216531,Colorectal Cancer
17216547,Breast Cancer
17217313,Gastrointestinal Tumor
17218380,Leukemia
17218380,Acute Lymphoblastic Leukemia (ALL)
17218385,Bone Cancer
17218385,Leukemia
17218635,Prostate Cancer
17218636,Ovarian Cancer
17219441,Ovarian Cancer
17219444,Leukemia
17219444,Myeloproliferative Neoplasms
17219833,Brain Tumor
17220331,Breast Cancer
17220331,Ovarian Cancer
17220341,Leukemia
17221152,Breast Cancer
17222605,Bladder Cancer
17222747,Kidney Cancer
17222748,Leukemia
17222748,Acute Myeloid Leukemia (AML)
17223922,Prostate Cancer
17224516,Head and Neck Cancer
17224634,Lung Cancer
17225940,Esophageal Cancer
17226850,Sarcoma
17226850,Bone Cancer
17226850,Brain Tumor
17226850,Kidney Cancer
17226861,Leukemia
17226861,Chronic Lymphocytic Leukemia (CLL)
17227899,Colorectal Cancer
17227900,Testicular Cancer
17227902,Ovarian Cancer
17228001,Pancreatic Cancer
17228019,Lung Cancer
17229322,Gastrointestinal Tumor
17229335,Lymphoma
17229337,Multiple Myeloma
17229662,Pituitary Tumor
17229662,Carcinoid Tumor
17229662,Lung Cancer
17229662,Pancreatic Cancer
17230060,Bone Cancer
17230066,Sarcoma
17230066,Ewing Sarcoma
17230508,Prostate Cancer
17230526,Pancreatic Cancer
